pattern,condition,system,beta,turn,candidate,weight,distance_to_w_star,operator,target
P3-n6,D-independent,coupled,0.1,12,3,1e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.1,12,4,9.460803931682592e-07,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.1,12,5,1.0035771942960906e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.1,13,0,0.40476220544758124,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,13,1,0.300494750195589,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,13,2,0.2947404441651769,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,13,3,8.815232194562983e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,13,4,8.339918340501645e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,13,5,8.846765992888089e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.1,14,0,0.3584709496709297,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,14,1,0.38049475019558915,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,14,2,0.2610319973167692,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,14,3,7.807064527826778e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,14,4,7.38611067797633e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,14,5,7.834991914524932e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.1,15,0,0.35847087206161843,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,15,1,0.3804946678181035,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,15,2,0.2610319408030864,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,15,3,7.807062837589671e-07,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,15,4,7.386109078876143e-07,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,15,5,1e-06,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.1,16,0,0.35847077836117347,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,16,1,0.38049456836087425,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,16,2,0.261031872572134,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,16,3,7.807060796907097e-07,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,16,4,1e-06,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,16,5,9.999997386107148e-07,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.1,17,0,0.31966306635779856,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,17,1,0.3393025814008666,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,17,2,0.341031872572134,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,17,3,6.961875679212648e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,17,4,8.917409330244637e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,17,5,8.917406999329387e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.1,18,0,0.3196629692401173,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,18,1,0.3393024783164523,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,18,2,0.3410317689623392,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,18,3,1.0000000001110223e-06,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,18,4,8.917406621022933e-07,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,18,5,8.917404290108391e-07,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.1,19,0,0.3996629692401173,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,19,1,0.29940431455635497,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,19,2,0.30093026002857637,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,19,3,8.824112222085052e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,19,4,7.868819674513448e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,19,5,7.868817617688299e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.1,20,0,0.35402603740694044,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,20,1,0.3794043145563551,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,20,2,0.2665674723287902,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,20,3,7.816499711140479e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,20,4,6.970290626960937e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,20,5,6.970288805001653e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.1,21,0,0.3540259301472008,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,21,1,0.37940419960772503,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,21,2,0.2665673915664884,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,21,3,7.81649734296516e-07,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,21,4,6.97028851516271e-07,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,21,5,1e-06,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.1,22,0,0.35402582288748335,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,22,1,0.3794040846591188,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,22,2,0.2665673108042033,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,22,3,7.816494974790332e-07,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,22,4,1e-06,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,22,5,9.999996970286403e-07,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.1,23,0,0.3154100558945319,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,23,1,0.3380201550636019,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,23,2,0.34656731080420333,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,23,3,6.963901945880093e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,23,4,8.909238691178064e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,23,5,8.909235991933904e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.1,24,0,0.31540996013287953,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.1,24,1,0.3380200524372969,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.1,24,2,0.3465672055828962,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.1,24,3,1e-06,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.1,24,4,8.909235986243954e-07,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.1,24,5,8.909233287000613e-07,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,1,0,0.24666666666666665,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,1,1,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,1,2,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,1,3,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,1,4,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,1,5,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.3,2,0,0.22343275771847199,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,2,1,0.2306666666666667,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,2,2,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,2,3,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,2,4,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,2,5,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.3,3,0,0.24413235946274964,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,3,1,0.2520364433477397,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,3,2,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,3,3,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,3,4,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,3,5,0.056475143903715344,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.3,4,0,0.2670857236976951,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,4,1,0.27573295083806926,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,4,2,0.16313884744778137,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,4,3,0.16313884744778137,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,4,4,0.06911868442859846,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,4,5,0.061784946140074466,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.3,5,0,0.24155358156079224,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,5,1,0.24937417435552828,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,5,2,0.24313884744778136,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,5,3,0.14754353900740286,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,5,4,0.0625112624716534,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,5,5,0.05587859515684187,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.3,6,0,0.2642225240923114,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,6,1,0.27277705164173316,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,6,2,0.2659565615315877,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,6,3,0.06754353900740286,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,6,4,0.06837772161246305,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,6,5,0.06112260211450181,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.3,7,0,0.3442225240923114,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,7,1,0.24311840504560323,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,7,2,0.23703949676784333,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,7,3,0.06019962960880888,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,7,4,0.06094311276928159,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,7,5,0.054476831716151614,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.3,8,0,0.30783928778301245,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,8,1,0.32311840504560324,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,8,2,0.21198516876219267,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,8,3,0.05383671842057358,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,8,4,0.05450161775335868,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,8,5,0.04871880223525941,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.3,9,0,0.32360460888648374,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,9,1,0.33966621298354294,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,9,2,0.2228415291662786,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,9,3,0.05659384912721611,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,9,4,0.057292799836478635,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,9,5,1e-06,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.3,10,0,0.3432712566804864,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,10,1,0.3603089838058007,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,10,2,0.23638443228830278,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,10,3,0.06003326645171507,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,10,4,1.0000000001110223e-06,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,10,5,1.0607736949781868e-06,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.3,11,0,0.30730852661628344,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,11,1,0.3225613003859325,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,11,2,0.31638443228830276,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,11,3,0.0537438958322433,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,11,4,8.952352423041389e-07,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,11,5,9.496419957482224e-07,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.3,12,0,0.3247622054475812,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,12,1,0.3408812650232024,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,12,2,0.3343535798716289,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,12,3,1e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,12,4,9.460803931682592e-07,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,12,5,1.0035771942960906e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.3,13,0,0.40476220544758124,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,13,1,0.300494750195589,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,13,2,0.2947404441651769,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,13,3,8.815232194562983e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,13,4,8.339918340501645e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,13,5,8.846765992888089e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.3,14,0,0.3584709496709297,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,14,1,0.38049475019558915,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,14,2,0.2610319973167692,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,14,3,7.807064527826778e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,14,4,7.38611067797633e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,14,5,7.834991914524932e-07,0.559995394366576,sigma,1
P3-n6,D-independent,coupled,0.3,15,0,0.35847087206161843,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,15,1,0.3804946678181035,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,15,2,0.2610319408030864,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,15,3,7.807062837589671e-07,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,15,4,7.386109078876143e-07,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,15,5,1e-06,0.5599949613656167,delta,5
P3-n6,D-independent,coupled,0.3,16,0,0.35847077836117347,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,16,1,0.38049456836087425,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,16,2,0.261031872572134,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,16,3,7.807060796907097e-07,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,16,4,1e-06,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,16,5,9.999997386107148e-07,0.5599944385883634,delta,4
P3-n6,D-independent,coupled,0.3,17,0,0.31966306635779856,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,17,1,0.3393025814008666,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,17,2,0.341031872572134,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,17,3,6.961875679212648e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,17,4,8.917409330244637e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,17,5,8.917406999329387e-07,0.5599950406615983,sigma,2
P3-n6,D-independent,coupled,0.3,18,0,0.3196629692401173,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,18,1,0.3393024783164523,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,18,2,0.3410317689623392,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,18,3,1.0000000001110223e-06,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,18,4,8.917406621022933e-07,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,18,5,8.917404290108391e-07,0.5599944330378176,delta,3
P3-n6,D-independent,coupled,0.3,19,0,0.3996629692401173,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,19,1,0.29940431455635497,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,19,2,0.30093026002857637,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,19,3,8.824112222085052e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,19,4,7.868819674513448e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,19,5,7.868817617688299e-07,0.5599950876500972,sigma,0
P3-n6,D-independent,coupled,0.3,20,0,0.35402603740694044,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,20,1,0.3794043145563551,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,20,2,0.2665674723287902,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,20,3,7.816499711140479e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,20,4,6.970290626960937e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,20,5,6.970288805001653e-07,0.5599956485841714,sigma,1
P3-n6,D-independent,coupled,0.3,21,0,0.3540259301472008,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,21,1,0.37940419960772503,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,21,2,0.2665673915664884,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,21,3,7.81649734296516e-07,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,21,4,6.97028851516271e-07,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,21,5,1e-06,0.5599950426428284,delta,5
P3-n6,D-independent,coupled,0.3,22,0,0.35402582288748335,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,22,1,0.3794040846591188,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,22,2,0.2665673108042033,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,22,3,7.816494974790332e-07,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,22,4,1e-06,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,22,5,9.999996970286403e-07,0.559994436701611,delta,4
P3-n6,D-independent,coupled,0.3,23,0,0.3154100558945319,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,23,1,0.3380201550636019,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,23,2,0.34656731080420333,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,23,3,6.963901945880093e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,23,4,8.909238691178064e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,23,5,8.909235991933904e-07,0.5599950435246742,sigma,2
P3-n6,D-independent,coupled,0.3,24,0,0.31540996013287953,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,24,1,0.3380200524372969,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,24,2,0.3465672055828962,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,24,3,1e-06,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,24,4,8.909235986243954e-07,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.3,24,5,8.909233287000613e-07,0.5599944363061453,delta,3
P3-n6,D-independent,coupled,0.5,1,0,0.24666666666666665,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,1,1,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,1,2,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,1,3,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,1,4,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,1,5,0.15066666666666667,0.34400000000000003,sigma,0
P3-n6,D-independent,coupled,0.5,2,0,0.22343275771847199,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,2,1,0.2306666666666667,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,2,2,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,2,3,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,2,4,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,2,5,0.13647514390371535,0.2672339089481947,sigma,1
P3-n6,D-independent,coupled,0.5,3,0,0.24413235946274964,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,3,1,0.2520364433477397,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,3,2,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,3,3,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,3,4,0.14911868442859846,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,3,5,0.056475143903715344,0.19349791221730386,delta,5
P3-n6,D-independent,coupled,0.5,4,0,0.2670857236976951,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,4,1,0.27573295083806926,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,4,2,0.16313884744778137,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,4,3,0.16313884744778137,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,4,4,0.06911868442859846,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,4,5,0.061784946140074466,0.1613134888518501,delta,4
P3-n6,D-independent,coupled,0.5,5,0,0.24155358156079224,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,5,1,0.24937417435552828,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,5,2,0.24313884744778136,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,5,3,0.14754353900740286,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,5,4,0.0625112624716534,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,5,5,0.05587859515684187,0.17187031193510868,sigma,2
P3-n6,D-independent,coupled,0.5,6,0,0.2642225240923114,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,6,1,0.27277705164173316,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,6,2,0.2659565615315877,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,6,3,0.06754353900740286,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,6,4,0.06837772161246305,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,6,5,0.06112260211450181,0.25971243057564536,delta,3
P3-n6,D-independent,coupled,0.5,7,0,0.3442225240923114,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,7,1,0.24311840504560323,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,7,2,0.23703949676784333,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,7,3,0.06019962960880888,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,7,4,0.06094311276928159,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,7,5,0.054476831716151614,0.21771451524381913,sigma,0
P3-n6,D-independent,coupled,0.5,8,0,0.30783928778301245,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,8,1,0.32311840504560324,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,8,2,0.21198516876219267,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,8,3,0.05383671842057358,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,8,4,0.05450161775335868,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,8,5,0.04871880223525941,0.2458857231816167,sigma,1
P3-n6,D-independent,coupled,0.5,9,0,0.32360460888648374,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,9,1,0.33966621298354294,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,9,2,0.2228415291662786,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,9,3,0.05659384912721611,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,9,4,0.057292799836478635,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,9,5,1e-06,0.33222470207261057,delta,5
P3-n6,D-independent,coupled,0.5,10,0,0.3432712566804864,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,10,1,0.3603089838058007,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,10,2,0.23638443228830278,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,10,3,0.06003326645171507,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,10,4,1.0000000001110223e-06,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,10,5,1.0607736949781868e-06,0.43992934554917973,delta,4
P3-n6,D-independent,coupled,0.5,11,0,0.30730852661628344,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,11,1,0.3225613003859325,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,11,2,0.31638443228830276,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,11,3,0.0537438958322433,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,11,4,8.952352423041389e-07,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,11,5,9.496419957482224e-07,0.45250851858103736,sigma,2
P3-n6,D-independent,coupled,0.5,12,0,0.3247622054475812,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,12,1,0.3408812650232024,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,12,2,0.3343535798716289,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,12,3,1e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,12,4,9.460803931682592e-07,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,12,5,1.0035771942960906e-06,0.559994100684825,delta,3
P3-n6,D-independent,coupled,0.5,13,0,0.40476220544758124,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,13,1,0.300494750195589,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,13,2,0.2947404441651769,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,13,3,8.815232194562983e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,13,4,8.339918340501645e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,13,5,8.846765992888089e-07,0.5599947996166944,sigma,0
P3-n6,D-independent,coupled,0.5,14,0,0.3584709496709297,0.559995394366576,sigma,1
